151.0	150.0	1
153.0	143.0	1
148.0	147.0	1
147.0	148.0	1
153.0	141.0	1
154.0	140.0	1
144.0	149.0	1
153.0	138.0	1
145.0	143.0	1
154.0	128.0	1
146.0	133.0	1
131.0	149.0	1
148.0	129.0	1
153.0	125.0	1
152.0	125.0	1
153.0	124.0	1
144.0	131.0	1
133.0	140.0	1
135.0	136.0	1
125.0	148.0	1
148.0	124.0	1
137.0	133.0	1
144.0	126.0	1
133.0	136.0	1
138.0	131.0	1
123.0	147.0	1
150.0	119.0	1
128.0	136.0	1
125.0	139.0	1
146.0	119.0	1
149.0	117.0	1
142.0	122.0	1
119.0	145.0	1
137.0	125.0	1
142.0	119.0	1
116.0	146.0	1
114.0	149.0	1
114.0	147.0	1
118.0	142.0	1
125.0	134.0	1
137.0	122.0	1
130.0	128.0	1
113.0	147.0	1
120.0	138.0	1
133.0	124.0	1
154.0	109.0	1
140.0	117.0	1
133.0	123.0	1
152.0	108.0	1
150.0	109.0	1
124.0	131.0	1
108.0	151.0	1
109.0	148.0	1
108.0	147.0	1
149.0	107.0	1
131.0	121.0	1
106.0	150.0	1
133.0	119.0	1
136.0	116.0	1
154.0	103.0	1
148.0	106.0	1
141.0	111.0	1
132.0	118.0	1
119.0	130.0	1
140.0	110.0	1
118.0	130.0	1
132.0	115.0	1
146.0	104.0	1
111.0	136.0	1
102.0	148.0	1
107.0	139.0	1
106.0	139.0	1
107.0	137.0	1
102.0	143.0	1
115.0	126.0	1
103.0	140.0	1
99.0	147.0	1
116.0	124.0	1
132.0	109.0	1
100.0	143.0	1
130.0	110.0	1
117.0	122.0	1
125.0	114.0	1
117.0	121.0	1
112.0	126.0	1
99.0	141.0	1
129.0	108.0	1
143.0	99.0	1
98.0	142.0	1
117.0	118.0	1
108.0	127.0	1
118.0	116.0	1
96.0	142.0	1
120.0	112.0	1
100.0	134.0	1
133.0	101.0	1
124.0	108.0	1
134.0	100.0	1
141.0	96.0	1
106.0	125.0	1
114.0	116.0	1
138.0	96.0	1
117.0	113.0	1
112.0	118.0	1
98.0	134.0	1
105.0	125.0	1
100.0	131.0	1
98.0	133.0	1
153.0	88.0	1
132.0	98.0	1
113.0	114.0	1
137.0	94.0	1
126.0	102.0	1
152.0	75.0	1
152.0	70.0	1
152.0	67.0	1
149.0	70.0	1
154.0	55.0	1
147.0	72.0	1
147.0	69.0	1
146.0	51.0	1
153.0	32.0	1
153.0	29.0	1
152.0	26.0	1
151.0	22.0	1
149.0	41.0	1
149.0	25.0	1
159.0	8.0	1
153.0	10.0	1
153.0	0.0	1
151.0	1.0	1
149.0	21.0	1
148.0	8.0	1
148.0	7.0	1
147.0	39.0	1
146.0	21.0	1
145.0	19.0	1
145.0	4.0	1
144.0	0.0	1
144.0	4.0	1
144.0	69.0	1
144.0	86.0	1
143.0	0.0	1
143.0	2.0	1
143.0	80.0	1
143.0	70.0	1
142.0	46.0	1
142.0	19.0	1
141.0	0.0	1
141.0	12.0	1
141.0	77.0	1
141.0	28.0	1
140.0	0.0	1
140.0	1.0	1
140.0	9.0	1
140.0	31.0	1
140.0	43.0	1
140.0	79.0	1
140.0	11.0	1
139.0	68.0	1
138.0	0.0	1
138.0	78.0	1
138.0	56.0	1
137.0	19.0	1
137.0	31.0	1
137.0	47.0	1
137.0	65.0	1
137.0	91.0	1
137.0	74.0	1
137.0	63.0	1
136.0	42.0	1
136.0	77.0	1
135.0	59.0	1
135.0	82.0	1
135.0	58.0	1
134.0	12.0	1
134.0	36.0	1
133.0	8.0	1
133.0	93.0	1
133.0	15.0	1
133.0	21.0	1
132.0	10.0	1
132.0	46.0	1
132.0	14.0	1
132.0	27.0	1
132.0	61.0	1
131.0	39.0	1
130.0	38.0	1
130.0	17.0	1
130.0	88.0	1
129.0	11.0	1
129.0	22.0	1
129.0	62.0	1
129.0	64.0	1
129.0	90.0	1
129.0	69.0	1
129.0	52.0	1
128.0	11.0	1
128.0	52.0	1
128.0	95.0	1
127.0	93.0	1
126.0	28.0	1
126.0	55.0	1
126.0	54.0	1
125.0	0.0	1
125.0	1.0	1
125.0	5.0	1
125.0	11.0	1
125.0	39.0	1
125.0	71.0	1
125.0	102.0	1
125.0	35.0	1
124.0	29.0	1
124.0	58.0	1
124.0	10.0	1
124.0	75.0	1
124.0	42.0	1
123.0	32.0	1
123.0	86.0	1
123.0	74.0	1
122.0	24.0	1
122.0	48.0	1
122.0	70.0	1
122.0	59.0	1
121.0	30.0	1
121.0	69.0	1
121.0	99.0	1
121.0	33.0	1
121.0	87.0	1
120.0	7.0	1
120.0	65.0	1
120.0	106.0	1
120.0	34.0	1
120.0	19.0	1
119.0	79.0	1
119.0	64.0	1
119.0	95.0	1
119.0	74.0	1
119.0	65.0	1
118.0	81.0	1
118.0	38.0	1
118.0	55.0	1
117.0	17.0	1
117.0	106.0	1
116.0	72.0	1
116.0	98.0	1
116.0	36.0	1
115.0	13.0	1
115.0	56.0	1
115.0	21.0	1
115.0	81.0	1
114.0	13.0	1
114.0	98.0	1
114.0	11.0	1
114.0	63.0	1
114.0	12.0	1
114.0	111.0	1
113.0	20.0	1
113.0	75.0	1
112.0	44.0	1
112.0	53.0	1
112.0	64.0	1
112.0	71.0	1
112.0	79.0	1
112.0	83.0	1
111.0	52.0	1
111.0	74.0	1
110.0	19.0	1
110.0	103.0	1
110.0	69.0	1
110.0	68.0	1
110.0	96.0	1
110.0	64.0	1
109.0	57.0	1
109.0	71.0	1
109.0	18.0	1
109.0	64.0	1
109.0	45.0	1
109.0	82.0	1
109.0	20.0	1
109.0	66.0	1
108.0	38.0	1
108.0	55.0	1
108.0	67.0	1
108.0	103.0	1
108.0	61.0	1
107.0	27.0	1
107.0	50.0	1
107.0	86.0	1
107.0	23.0	1
107.0	45.0	1
107.0	44.0	1
104.0	5.0	1
106.0	32.0	1
100.0	12.0	1
95.0	2.0	1
97.0	12.0	1
96.0	10.0	1
97.0	14.0	1
94.0	5.0	1
98.0	20.0	1
97.0	24.0	1
