888.0	145.0 	3
126.0	819.0 	2
942.0	12.0 	3
95.0	33.0 	4
745.0	91.0 	3
907.0	150.0 	3
55.0	532.0 	4
37.0	973.0 	2
586.0	840.0 	2
648.0	765.0 	2
801.0	928.0 	1
429.0	338.0 	5
594.0	985.0 	2
374.0	590.0 	2
362.0	835.0 	2
626.0	957.0 	2
702.0	380.0 	5
220.0	371.0 	4
770.0	713.0 	1
924.0	692.0 	1
264.0	411.0 	4
662.0	9.0 	5
681.0	585.0 	1
4.0	316.0 	4
519.0	127.0 	5
616.0	808.0 	2
379.0	541.0 	2
149.0	742.0 	2
475.0	534.0 	2
948.0	820.0 	1
726.0	884.0 	2
745.0	575.0 	1
626.0	727.0 	2
292.0	199.0 	4
846.0	41.0 	3
386.0	701.0 	2
644.0	267.0 	5
954.0	280.0 	3
689.0	299.0 	5
496.0	300.0 	5
61.0	903.0 	2
466.0	109.0 	5
640.0	708.0 	2
66.0	680.0 	2
306.0	546.0 	2
200.0	390.0 	4
994.0	634.0 	1
410.0	104.0 	4
755.0	951.0 	2
559.0	932.0 	2
799.0	828.0 	1
104.0	438.0 	4
804.0	142.0 	3
613.0	46.0 	5
960.0	854.0 	1
702.0	178.0 	5
210.0	435.0 	4
223.0	347.0 	4
662.0	320.0 	5
780.0	832.0 	1
432.0	329.0 	5
751.0	16.0 	3
286.0	362.0 	4
933.0	221.0 	3
572.0	123.0 	5
929.0	141.0 	3
695.0	40.0 	5
689.0	183.0 	5
722.0	463.0 	1
519.0	235.0 	5
548.0	354.0 	5
147.0	961.0 	2
329.0	819.0 	2
663.0	322.0 	5
746.0	554.0 	1
439.0	253.0 	5
534.0	550.0 	2
968.0	490.0 	1
649.0	800.0 	2
225.0	983.0 	2
963.0	690.0 	1
523.0	153.0 	5
854.0	332.0 	1
474.0	71.0 	5
586.0	201.0 	5
35.0	96.0 	4
845.0	588.0 	1
391.0	47.0 	4
68.0	327.0 	4
290.0	784.0 	2
276.0	838.0 	2
790.0	695.0 	1
528.0	510.0 	2
795.0	625.0 	1
907.0	881.0 	1
577.0	188.0 	5
536.0	983.0 	2
48.0	131.0 	4
837.0	630.0 	1
875.0	960.0 	1
387.0	201.0 	4
993.0	448.0 	1
211.0	920.0 	2
594.0	473.0 	5
665.0	255.0 	5
101.0	660.0 	2
547.0	483.0 	5
260.0	892.0 	2
670.0	585.0 	1
506.0	824.0 	2
73.0	493.0 	4
628.0	958.0 	2
357.0	618.0 	2
8.0	802.0 	2
769.0	387.0 	1
27.0	431.0 	4
59.0	823.0 	2
411.0	710.0 	2
481.0	212.0 	5
408.0	46.0 	4
26.0	323.0 	4
293.0	470.0 	4
833.0	866.0 	1
940.0	172.0 	3
718.0	107.0 	5
650.0	137.0 	5
635.0	996.0 	2
184.0	314.0 	4
52.0	160.0 	4
994.0	824.0 	1
164.0	467.0 	4
598.0	650.0 	2
126.0	804.0 	2
576.0	37.0 	5
204.0	788.0 	2
4.0	260.0 	4
360.0	153.0 	4
23.0	443.0 	4
687.0	755.0 	1
127.0	706.0 	2
981.0	552.0 	1
67.0	170.0 	4
913.0	543.0 	1
103.0	623.0 	2
728.0	122.0 	5
358.0	810.0 	2
11.0	123.0 	4
475.0	292.0 	5
333.0	800.0 	2
127.0	82.0 	4
228.0	338.0 	4
42.0	664.0 	2
982.0	773.0 	1
792.0	78.0 	3
949.0	777.0 	1
501.0	662.0 	2
25.0	291.0 	4
827.0	506.0 	1
551.0	756.0 	2
401.0	326.0 	5
891.0	488.0 	1
742.0	827.0 	1
946.0	559.0 	1
697.0	812.0 	2
254.0	768.0 	2
925.0	293.0 	1
326.0	325.0 	4
817.0	368.0 	1
292.0	466.0 	4
101.0	847.0 	2
744.0	495.0 	1
805.0	754.0 	1
996.0	97.0 	3
